name,city_name,latitude,longitude,estimated_cost,opening_time,closing_time,closed_days
Suricate,Paris,48.8333918,2.4191471,5,09:30,18:30,Monday
Pécari,Paris,48.833814,2.4174714,5,09:30,18:30,Monday
Ouistiti,Paris,48.8331903,2.4170601,5,09:30,18:30,Monday
Nandou de Darwin,Paris,48.832124,2.4167573,5,09:30,18:30,Monday
Gazelle de Mhorr,Paris,48.8327389,2.4183429,5,09:30,18:30,Monday
Hippotrague,Paris,48.8316359,2.4195937,5,09:30,18:30,Monday
Aquarium,Paris,48.8333192,2.4165249,5,09:30,18:30,Monday
Caméléon,Paris,48.8334197,2.4165534,5,09:30,18:30,Monday
Lamantin,Paris,48.833401,2.4169031,5,09:30,18:30,Monday
Serpents,Paris,48.8336079,2.4172073,5,09:30,18:30,Monday
Fourmi,Paris,48.8336574,2.4169327,5,09:30,18:30,Monday
Lémuriens,Paris,48.8332408,2.4158162,5,09:30,18:30,Monday
Lémuriens,Paris,48.8332408,2.4158162,5,09:30,18:30,Monday
Repère de crue 1910,Paris,48.8429972,2.2794193,5,09:30,18:30,Monday
Église Saint Antoine,Paris,48.8486784,2.3742707,5,09:30,18:30,Monday
La Baie des Pirates,Lyon,45.7490416,4.741233,60,09:30,18:30,Monday
Circuit de Land’Art,Lyon,45.6585476,4.6023867,5,09:30,18:30,Monday
La Maison Elysée,Paris,48.8708455,2.3170121,15,09:30,18:30,Monday
Musée du Parfum Fragonard,Paris,48.8715287,2.330216,15,09:30,18:30,Monday
Abandoned car in the Forest,Lyon,45.800215,4.9981935,5,09:30,18:30,Monday
Musée de l'informatique du centre de calcul de l'IN2P3,Lyon,45.7826131,4.8653343,15,09:30,18:30,Monday
Science Expériences,Lyon,45.7616492,4.8361288,15,09:30,18:30,Monday
Musée français de la radiologie et de l'imagerie médicale,Paris,48.8242959,2.3481253,15,09:30,18:30,Monday
Musée Méliès,Paris,48.8368258,2.3823836,15,09:30,18:30,Monday
Musée de l'Arc de Triomphe,Paris,48.8739094,2.2952454,15,09:30,18:30,Monday
Salle des traditions de la Garde républicaine,Paris,48.8513463,2.3638643,15,09:30,18:30,Monday
Maison d'Auguste Comte,Paris,48.851041,2.3393342,15,09:30,18:30,Monday
Mémorial du bombardement de Paris du 20 janvier 1918 et de la libération de Paris le 15 août 1944,Paris,48.8455769,2.3396519,5,09:30,18:30,Monday
Le Donjon - Escape The Room,Paris,48.8674366,2.3641835,5,09:30,18:30,Monday
Alley Concept Street,Paris,48.8857206,2.3385525,5,09:30,18:30,Monday
Musée national Jean-Jacques Henner,Paris,48.8830349,2.3076969,15,09:30,18:30,Monday
Droguier de Lyon,Lyon,45.7411958,4.8813131,15,09:30,18:30,Monday
La Voie Bleue - Km 0,Lyon,45.7334485,4.8189137,5,09:30,18:30,Monday
Musée du Nouvel Institut Franco-Chinois,Lyon,45.7546436,4.811146,15,09:30,18:30,Monday
Sainte-Luce,Lyon,45.781267,4.7390606,0,09:30,18:30,Monday
Musée de la Légion d'Honneur et des Ordres de Chevalerie,Paris,48.8602946,2.3247235,15,09:30,18:30,Monday
"Paris Plages, Caroussel, Boats, Fun",Paris,48.8870296,2.3776204,60,09:30,18:30,Monday
Pop Corn Labyrinthe,Lyon,45.6464533,4.9787902,60,09:30,18:30,Monday
Phono Museum,Paris,48.8820921,2.3413277,15,09:30,18:30,Monday
Musée Hector Guimard,Paris,48.8506221,2.2708181,15,09:30,18:30,Monday
Pagoda Paris,Paris,48.8766896,2.3076952,15,09:30,18:30,Monday
"Plaque commémorative du bombardement de Paris par l'avions allemands, le 30 janvier 1918",Paris,48.8456575,2.3401335,5,09:30,18:30,Monday
Plaque commémorant le bombardement du allemand «  canons parisiens » le 12 avril 1918,Paris,48.8555965,2.3599315,5,09:30,18:30,Monday
Espace Krajcberg,Paris,48.84353,2.3216046,15,09:30,18:30,Monday
Astrolabe ESA HQ Visitor Center and Space Shop,Paris,48.8484072,2.3041079,15,09:30,18:30,Monday
Oryx d'ArabiÉmeu,Paris,48.845196,2.3619188,5,09:30,18:30,Monday
Certopithèque de l'Hoest,Paris,48.8451526,2.3611224,5,09:30,18:30,Monday
Mangabey couronné,Paris,48.845225,2.3611956,5,09:30,18:30,Monday
Mangabey couronné,Paris,48.845225,2.3611956,5,09:30,18:30,Monday
Mangabey couronné,Paris,48.8452637,2.3608992,5,09:30,18:30,Monday
Mangabey couronné,Paris,48.8452637,2.3608992,5,09:30,18:30,Monday
Mangabey noir,Paris,48.8453205,2.360942,5,09:30,18:30,Monday
Panthère de Chine du Nord,Paris,48.8458278,2.3608576,5,09:30,18:30,Monday
Orang-outan de Bornéo,Paris,48.8451744,2.3609946,5,09:30,18:30,Monday
La maison des histoires,Paris,48.8547976,2.3742376,15,09:30,18:30,Monday
Fondation Cartier pour l'art contemporain,Paris,48.8621189,2.3382323,15,09:30,18:30,Monday
Amazone à joues vertes,Paris,48.845857,2.3602594,5,09:30,18:30,Monday
Jurassic Island,Paris,48.8781433,2.2655118,5,09:30,18:30,Monday
Micro-Folie,Lyon,45.7911379,4.7854002,15,09:30,18:30,Monday
Ancien Garage du Méridien,Lyon,45.7736112,4.7528002,5,09:30,18:30,Monday
La Maison des histoires,Paris,48.8516688,2.3283045,15,09:30,18:30,Monday
Parc de la Garde,Lyon,45.7601686,4.7908422,0,09:30,18:30,Monday
Hall d'honneur,Paris,48.8430301,2.3356999,5,09:30,18:30,Monday
Parcours Biodiversité,Paris,48.830918,2.4182107,5,09:30,18:30,Monday
